"Stock Code","Description","Unit"
"AUBG000590","Nature's Essence Charantia    Ampalaya 500mg Hard Shell     Capsules (Pharm)","CAPS"
"AUBG000591","Bilberry 3000mg Soft Gel      Capsules (Non-pharm)","CAPS"
"AUBG000592","Sheep Placenta 5000mg         HS Capsules (Yellow)          (Non-pharm)","CAPS"
"AUBG000593","Omega 3 (18/12) 1000mg        Plus Vit E SG Capsules        (Non-pharm)","CAPS"
"AUBG000596","Southrom OPC+ Hard Shell      Capsules (Pharm)","CAPS"
"AUBG000597","Silymarin 13g Hard Shell      Capsules (Pharm)","CAPS"
"AUBG000598","Nu-Vita Hard Shell Capsules   (Pharm)","CAPS"
"AUBG000601","LifeSprings Calmax Powder     For Oral Liquid (Pharm)","KG"
"AUBG000602","ABL Collagen Hard Shell       Capsules (Non-pharm)","CAPS"
"AUBG000604","Opal Health Cordyceps         (Cephalosporum) 330mg         HS Capsules (Non-pharm)","CAPS"
"AUBG000605","Liver Tonic Hard Shell        Capsules (999 Pre-mix)        (Pharm)","CAPS"
"AUBG000606","Glucosamine & Chondroitin     HS Capsules (999 Pre-mix)     (Pharm)","CAPS"
"AUBG000608","Osteopro Hard Shell Capsules  (Pharm)","CAPS"
"AUBG000609","Colostrum 100mg IgG Tablets   1200mg ATW Standard (Pharm)","TABS"
"AUBG000610","Colostrum 100mg IgG Tablets   1200mg ATW Oval (Pharm)","TABS"
"AUBG000611","A&G Glucosamine & Chondroitin Powder (Non-pharm)","KG"
"AUBG000612","Abalone & Cordyceps Hard ShellCapsules (Non-pharm)","CAPS"
"AUBG000613","Omega 3 1000mg + Vit E 100mg  Soft Gel Capsules (Non-pharm)","CAPS"
"AUBG000614","Kangacal Hard Shell Capsules  (Non-pharm)","CAPS"
"AUBG000615","Bronx Wild Bull Thermogenic   Hard Shell Capsules (Pharm)","CAPS"
"AUBG000616","Gelatine Premix (Clear) (AU)  (Pharm) ---- NOT TO BE USED   Replaced by AUIP000032","KG"
"AUBG000618","Bronx Wild Bull Stack Powder  (Non-pharm)","KG"
"AUBG000619","Omega 3 1000mg Soft Gel       Capsules (Pharm)","CAPS"
"AUBG000620","Squalene 1000mg Soft Gel      Capsules (AU) (Pharm)","CAPS"
"AUBG000621","Evening Primrose Oil 1000mg   SG Capsules (AU) (Pharm)","CAPS"
"AUBG000622","Squalene 1000mg + Vit E       Soft Gel Capsules (AU) (Pharm)","CAPS"
"AUBG000623","A&G Saw Palmetto Tablets      (Core) (Non-pharm)","TABS"
"AUBG000624","Bee Pollen & Spirulina Hard   Shell Capsules (Light Yellow) (Non-pharm)","CAPS"
"AUBG000625","Royal Jelly 1000mg (1.1%)     SG Capsules (Pharm)","CAPS"
"AUBG000626","SASC Shark Cartilage 500mg    (MagSulphate) HS Capsules     (Pharm)","CAPS"
"AUBG000627","A&G Saw Palmetto Tablets      (Coated) (Non-pharm)","TABS"
"AUBG000628","Omega 3 (35/25) 1000mg + Vit ESG Capsules (Non-pharm)","CAPS"
"AUBG000629","Green Care Sheep Placenta     1000mg SG Capsules            (Non-pharm)","CAPS"
"AUBG000630","Gelatine Pre-mix (Reddish     Brown) for Green Care SG      Capsules (Non-pharm)","KG"
"AUBG000631","Lecithin 1200mg Soft Gel      Capsules (AU) (Pharm)","CAPS"
"AUBG000632","Flaxseed Oil 1200mg Soft Gel  Capsules (Pharm)","CAPS"
"AUBG000633","Propolis Plus Filamentous     Fungi SG Capsules             (Non-pharm)","CAPS"
"AUBG000634","Royal Jelly Plus Milk Thistle SG Capsules (Non-pharm)","CAPS"
"AUBG000635","Lecithin 1200mg Soft Gel      Capsules (Non-pharm)","CAPS"
"AUBG000636","Flaxseed Oil 1200mg Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000639","Omega 3 1000mg + Vit E        SG Capsules (AU) (Pharm)","CAPS"
"AUBG000640","GB OPC Plus Hard Shell        Capsules (Pharm)","CAPS"
"AUBG000641","Pharmamark Eye Q Soft Gel     Capsules (Non-pharm)","CAPS"
"AUBG000642","Omega 3 1100mg + Vit E        Soft Gel Capsules (Pharm)","CAPS"
"AUBG000643","Cod Liver Oil 275mg Soft Gel  Capsules (Pharm)","CAPS"
"AUBG000644","Proudex Royal Jelly Soft Gel  Capsules (Antibiotic Free)    (Non-pharm)","CAPS"
"AUBG000645","Colostrum (30mg IgG) Milk     Powder (Non-pharm)","KG"
"AUBG000646","Cod Liver Oil 500mg Soft Gel  Capsules (Pharm)","CAPS"
"AUBG000647","Omega 3 1100mg + Vit E SG     Capsules (Non-pharm)","CAPS"
"AUBG000648","Homart Royal Jelly (1.1%)     1000mg SG Capsules (Non-pharm)","CAPS"
"AUBG000649","Cod Liver Oil 275mg Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000650","Baby Sheep 7000mg HS          Capsules (Non-pharm)","CAPS"
"AUBG000651","Propolis 500mg Soft Gel       Capsules (AU) (Pharm)","CAPS"
"AUBG000652","Cod Liver Oil 500mg Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000653","Green Care Sheep Placenta     1000mg SG Capsules (16 Oblong)(Non-pharm)","CAPS"
"AUBG000654","Lior Ginkgo Biloba Tablets    (Core) (Pharm)","TABS"
"AUBG000655","Gelatine Pre-mix (Dark Brown) (AU) (Pharm) NOT TO BE USED   Replaced by AUIP000025","KG"
"AUBG000656","Propolis 500mg Plus Lycopene  6mg SG Capsules (Non-pharm)","CAPS"
"AUBG000657","Baby Sheep 7000mg Soft Gel    Capsules (Non-pharm)","CAPS"
"AUBG000658","Lior Ginkgo Biloba Tablets    (Coated) (Pharm)","TABS"
"AUBG000660","Green One Osteo 750           HS Capsules (Pharm)","CAPS"
"AUBG000661","Natural Pharm Kangaroo 2500mg HS Capsules (Non-pharm)","CAPS"
"AUBG000662","Sheep Placenta 1000mg SG      Capsules (Non-pharm)","CAPS"
"AUBG000663","Colostrum 3.5mg IgG Tablets   (U) (Non-pharm)","TABS"
"AUBG000664","Glucosamine 1500 Tablets      (Core) (Pharm)","TABS"
"AUBG000665","Hydrocal Calcium Magnesium    Complex Powder (Pharm)","KG"
"AUBG000666","Conjugated Linoleic Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000667","Milk Calcium Tablets ATW 545mg(Non-pharm)","TABS"
"AUBG000668","Glucosamine 1500 Tablets      (Coated) (Pharm)","TABS"
"AUBG000669","Royal Jelly 1000mg (0.1%)     SG Capsules (Non-pharm)","CAPS"
"AUBG000670","Life Spring Calcium Plus      Powder (Pharm)","KG"
"AUBG000671","ABL Baby Health Colostrum MilkPowder (Non-pharm)","KG"
"AUBG000672","Baby Sheep 7000mg Soft Gel    Capsules (12 Oval) (Non-pharm)","CAPS"
"AUBG000673","Wheat Germ Oil 500mg Soft Gel Capsules (Non-pharm)","CAPS"
"AUBG000674","Baby Sheep 30g Hard Shell     Capsules (Non-pharm)","CAPS"
"AUBG000675","Malaika Propolis 200mg/mL     Tincture (Pharm)","KG"
"AUBG000676","Koda Herbs Hard Shell Capsules(Non-pharm)","CAPS"
"AUBG000677","Silymarin 32g Hard Shell      Capsules (Pharm)","CAPS"
"AUBG000678","Baby Sheep 30g Soft Gel       Capsules (20 Oblong)          (Non-pharm)","CAPS"
"AUBG000679","Gelatine Premix (Light Brown) For Soft Gel Capsules         (Non-pharm)","KG"
"AUBG000680","Talyala Emu Farm Emu Oil      1000mg SG Capsules (AU)       (Pharm)","CAPS"
"AUBG000681","Omega 3 (40/20) 500mg Soft GelCapsules (Non-pharm)","CAPS"
"AUBG000682","Revital Gold Vitamin C        SG Capsules (Non-pharm)","CAPS"
"AUBG000683","Flaxseed Oil 1000mg Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000684","Grape Seed 24g Hard Shell     Capsules (Pharm)","CAPS"
"AUBG000685","Oyster 100mg Hard Shell       Capsules (Non-pharm)","CAPS"
"AUBG000686","Coenzyme Q10 50mg Hard Shell  Capsules (Non-pharm)","CAPS"
"AUBG000687","Lycopene 10mg Soft Gel        Capsules (Non-pharm)","CAPS"
"AUBG000688","A B Mauri Base Enzyme Tablets (Non-pharm)","TABS"
"AUBG000689","Millenium Muscle Relief       Powder (Pharm)","KG"
"AUBG000690","Gymnema 500mg Hard Shell      Capsules (Non-pharm)","CAPS"
"AUBG000691","Garlic Oil 3000mg Soft Gel    Capsules (Non-pharm)","CAPS"
"AUBG000693","Royal Jelly 1000mg (1.1%) PlusCalcium SG Capsules           (Non-pharm)","CAPS"
"AUBG000694","Green Care Kangaroo Plus      SG Capsules (Non-pharm)","CAPS"
"AUBG000695","Royal Jelly Plus Soy          Isoflavone SG Capsules        (Non-pharm)","CAPS"
"AUBG000696","Filamentous Fungi Soft Gel    Capsules (Non-pharm)","CAPS"
"AUBG000697","Millenium Vitamin C With      Hesperidin Complex Powder     (Pharm)","KG"
"AUBG000698","Honey Spring Propolis         Mixture (Pharm)","KG"
"AUBG000699","Spirulina 300mg + Barley Grass200mg Tablets (Non-pharm)","TABS"
"AUBG000700","Baby Sheep Powder (Non-pharm)","KG"
"AUBG000701","Pueraria Lobata Soft Gel      Capsules (Non-pharm)","CAPS"
"AUBG000703","Health Research Percy's Powder(Pharm)","KG"
"AUBG000704","Aloe Vera 1000mg Soft Gel     Capsules (Non-pharm)","CAPS"
"AUBG000705","Bilberry Plus Soft Gel        Capsules (Non-pharm)","CAPS"
"AUBG000706","Baby Sheep 12000mg HS         Capsules (Non-pharm)","CAPS"
"AUBG000707","Bronx BCAA Powder (Non-pharm)","KG"
"AUBG000708","Omega 3 (18/12) 500mg SG      Capsules (Non-pharm)","CAPS"
"AUBG000710","Pacific Zinc Tablets (Pharm)","TABS"
"AUBG000711","Millenium Octacosanol 12mg    Tablets (Pharm)","TABS"
"AUBG000712","Millenium Hepatic Detox       Tablets (Core) (Pharm)","TABS"
"AUBG000713","Natural Care 3 in 1 Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000714","Millenium Green Lipped Mussel SG Capsules (Pharm)","CAPS"
"AUBG000717","Millenium Hepatic Detox       Tablets (Coated) (Pharm)","TABS"
"AUBG000719","Royal Jelly (1.1%) 1000mg +   Calcium Carbonate (7%) SG     Capsules (Non-pharm)","CAPS"
"AUBG000720","Proudex Royal Jelly Soft Gel  Capsules (Antibiotic Free)    (Pharm)","CAPS"
"AUBG000722","Blueberry 1000mg HS Capsules  (Non-pharm)","CAPS"
"AUBG000723","Grape Seed Powder (Non-pharm)","KG"
"AUBG000724","Squalene 1000mg + Vit E       SG Capsules (Non-pharm)","CAPS"
"AUBG000725","Royal Jelly 500mg (1.2%) SG   Capsules (Non-pharm)","CAPS"
"AUBG000727","Cranberry Hard Shell Capsules (Non-pharm)","CAPS"
"AUBG000728","Garlic Oil 3000mg SG Capsules (AR) (Pharm)","CAPS"
"AUBG000730","Neemoil K O Lice-n-Mites      Liquid (Pharm)","KG"
"AUBG000731","Shark Cartilage 750mg         Hard Shell Capsules           (Non-pharm)","CAPS"
"AUBG000732","FOTA Organic Acai 500mg       HS Capsules (Non-pharm)","CAPS"
"AUBG000733","Green Paradise Macadamia Oil  1000mg SG Capsules (Non-pharm)","CAPS"
"AUBG000734","Colostrum 10mg IgG Tablets (U)(Pharm)","TABS"
"AUBG000735","Marine Collagen Powder        (Non-pharm)","KG"
"AUBG000737","Colostrum 45mg IgG Tablets    (U) (Vanilla) (Pharm)","TABS"
"AUBG000739","Colostrum 45mg IgG Tablets (U)(Pharm)","TABS"
"AUBG000740","Echinacea Candy (Non-pharm)","TABS"
"AUBG000741","Omega 3 (35/25) 500mg SG      SG Capsules (Non-pharm)","CAPS"
"AUBG000742","Totolax Natural Psyllium      Fibre (Orange Flavour)        (Pharm)","KG"
"AUBG000743","Apple Cider Vinegar Plus      Chitosan Hard Shell Capsules  (Non-pharm)","CAPS"
"AUBG000744","Colostrum 60mg IgG Tablets (U)(Pharm)","TABS"
"AUBG000744     Y","Colostrum 60mg IgG Tablets (U)(Pharm)","TABS"
"AUBG000746","Green Lipped Mussel Plus      HS Capsules (Non-pharm)","CAPS"
"AUBG000747","Gold Coast Squalene 1000mg(FW)+ Vit E SG Capsules           (Non-pharm)","CAPS"
"AUBG000748","Regen Emu Oil 500mg Soft Gel  Capsules (White) (Pharm)","CAPS"
"AUBG000749","Colostrum 5mg IgG Tablets     (Non-pharm)","TABS"
"AUBG000750","Omega 3 1000mg (50/10) + Vit ESoft Gel Capsules (Non-pharm)","CAPS"
"AUBG000751","Regen Emu Oil 500mg           Soft Gel Capsules (Non-pharm)","CAPS"
"AUBG000752","Regen Emu Oil 750mg           Soft Gel Capsules (Non-pharm)","CAPS"
"AUBG000753","Coenzyme Q10 30mg Hard Shell  Capsules (Pharm)","CAPS"
"AUBG000754","Concord Propolis 500mg &      Ganoderma 500mg Liquid (Pharm)","KG"
"AUBG000755","Neemoil K O Lice-n-Mites      (Spray) Liquid (Pharm)","KG"
"AUBG000756","Propolis 200mg/mL With Honey  Mixture (Non-pharm)","KG"
"AUBG000757","Spirulina Plus Lactobacillus  Acidophilus HS Capsules       (Non-pharm)","CAPS"
"AUBG000758","A&G Cordyceps 450mg HS        Capsules (Non-pharm)","CAPS"
"AUBG000759","Key Sun Clear Throat Spray    (Pharm)","KG"
"AUBG000760","Coenzyme Q10 30mg Hard Shell  Capsules (Non-Pharm)","CAPS"
"AUBG000761","Omega 3 500mg (50/10) + Vit E Soft Gel Capsules (Non-pharm)","CAPS"
"AUBG000764","A&G Maitake 300mg HS          Capsules (Non-pharm)","CAPS"
"AUBG000765","Lecithin 1000mg Soft Gel      Capsules (Pharm)","CAPS"
"AUBG000768","A&G Colostrum Tablets         (Bear Shape) (Non-pharm)","TABS"
"AUBG000769","ABL Colostrum Tablets         (Non-pharm)","TABS"
"AUBG000770","Jins Pharma Colostrum Tablets (Bear Shape) (Non-pharm)","TABS"
"AUBG000774","Emu Heaven Emu Oil 1000mg     SG Capsules (AU) (Pharm)","CAPS"
"AUBG000775","Aurinda Propolis 500mg +      Flax Seed Oil SG Capsules (AU)(Pharm)","CAPS"
"AUBG000776","Thimba-Li Sheep Placenta      6000mg SG Capsules (Non-pharm)","CAPS"
"AUBG000778","Colostrum 3.5mg IgG Tablets   (Bear) (Non-pharm)","TABS"
"AUBG000779","Omega 3 1000mg + Vit E        SG Capsules (AR) (Pharm)","CAPS"
"AUBG000780","Aurinda Propolis 500mg +      Flax Seed Oil SG Capsules     (Non-pharm)","CAPS"
"AUBG000781","Copowering Ganoderma Plus     HS Capsules (Pharm)","CAPS"
"AUBG000782","Saw Palmetto & Bee Pollen     HS Capsules (Non-pharm)","CAPS"
"AUBG000784","Cod Liver Oil 500mg SG        Capsules (Fish Shape)         (Non-pharm)","CAPS"
"AUBG000785","Squalene 1000mg Soft Gel      Capsules (AR) (Pharm)","CAPS"
"AUBG000786","Concord PSP Hard Shell        Capsules (Vegetable)          (Non-pharm)","CAPS"
"AUBG000787","Folic Acid 300ug Hard Shell   Capsules (Non-pharm)","CAPS"
"AUBG000788","Concord Vita Cordy Hard Shell Capsules (Vegetable)          (Non-pharm)","CAPS"
"AUBG000789","Lecithin 1200mg Soft Gel      Capsules (AR) (Pharm)","CAPS"
"AUBG000790","Colostrum 60mg IgG Tablet Bear(U) (Pharm)","TABS"
"AUBG000791","Emu Heaven Emu Cartilage Oil  1000mg SG Capsules (Non-pharm)","CAPS"
"AUBG000792","Concord Sunchih GPSP HS       Capsules (Vegetable)          (Non-pharm)","CAPS"
"AUBG000793","Koda E. Sentocosus Plus       Ganoderma HS Capsules         (Pharm)","CAPS"
"AUBG000795","Sornado Herb Mix For Tea Bag  (Pharm)","KG"
"AUBG000796","Koda E. Sentocosus Plus       Cordyceps HS Capsules (Pharm)","CAPS"
"AUBG000797","Concord Sunchih Premium GPSP  HS Capsules (Vegetable)       (Non-pharm)","CAPS"
"AUBG000799","Propolis L150 Liquid          (Pharm)","KG"
"AUBG000800","Microrganics Spirulina 480mg  HS Capsules (Vegetable)       (Non-pharm)","CAPS"
"AUBG000801","Kinnex Propolis 500mg         SG Capsules (Non-pharm)","CAPS"
"AUBG000802","Kinnex Royal Jelly 1000mg     (1.1%) SG Capsules (Non-pharm)","CAPS"
"AUBG000803","Colostrum Plus Lutein Tablets (Koala) (Non-pharm)","TABS"
"AUBG000804","Omega 3 Fish Oil 1000mg       + Vit E 5IU SG Capsules       (Pharm)","CAPS"
"AUBG000805","Marine Collagen Powder (20%)  (Non-pharm)","KG"
"AUBG000806","Vital Strength Kre-Alkalyn    750mg (Pharm)","CAPS"
"AUBG000807","Wheat Germ Oil 1000mg         SG Capsules (Non-pharm)","CAPS"
"AUBG000808","A&G Colostrum Tablets         (Vanilla) (Bear) (Non-pharm)","TABS"
"AUBG000809","Fish Oil Omega 3 (20/50)      SG Capsules (5 Oval)          (Non-pharm)","CAPS"
"AUBG000810","AZPA Fish Oil Omega 3 (18/12) 1000mg SG Capsules (Pharm)","CAPS"
"AUBG000811","Miraco Bone & Joint Hard ShellCapsules (Pharm)","CAPS"
"AUBG000812","Evening Primrose Oil 1000mg   + Vit E SG Capsules           (Non-pharm)","CAPS"
"AUBG000813","Gold Coast Propolis Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000814","Squalene 500mg Soft Gel       Capsules (AU) (Pharm)","CAPS"
"AUBG000815","Dalton OPC-7 Hard Shell       Capsules (Pharm)","CAPS"
"AUBG000816","OmegCaps 18:12 - Natural Fish Oil 1000mg (Pharm)","CAPS"
"AUBG000817","Propolis 2000mg Soft Gel      Capsules (AU) (Pharm)","CAPS"
"AUBG000818","A&G Colostrum + Omega 3       Tablets (Bear) (Non-pharm)","TABS"
"AUBG000819","Four in One Joint Hard Shell  Capsules (Pharm)","CAPS"
"AUBG000820","Propolis 1000mg Soft Gel      Capsules (AU) (Pharm)","CAPS"
"AUBG000821","Evening Primrose Oil 1000mg   SG Capsules (AR) (Pharm)","CAPS"
"AUBG000822","Squalene 1000mg + Vit E       SG Capsules (AR) (Pharm)","CAPS"
"AUBG000823","Solution 4 Health Oil of Wild Oregano (Export) (Non-pharm)","KG"
"AUBG000824","Squalene 500mg Soft Gel       Capsules (AR) (Pharm)","CAPS"
"AUBG000825","Nature Vet Consequin DS       HS Capsules (VET)","CAPS"
"AUBG000826","Proudex Royal Jelly Hard ShellCapsules (Factor) (Pharm)","CAPS"
"AUBG000827","Propolis 2000mg Soft Gel      Capsules (WB) (AR) (Pharm)","CAPS"
"AUBG000828","Dermal Oil (Non-pharm)","KG"
"AUBG000829","Great Gains Ganoderma Lucidum Plus HS Capsules (Non-pharm)","CAPS"
"AUBG000830","Propolis 1000mg Soft Gel      Capsules (WB) (AR) (Pharm)","CAPS"
"AUBG000835","Cinnamon Plus Bitter Melon    HS Capsules (Non-pharm)","CAPS"
"AUBG000836","Propolis 500mg Soft Gel       Capsules (5 Oval) (AU) (Pharm)","CAPS"
"AUBG000837","Mediactive Fresh Breath Spray (Non-pharm)","KG"
"AUBG000838","A&G Colostrum + Zinc Tablets  (Bear) (U) (Non-pharm)","TABS"
"AUBG000840","Auslab Mixed Fruit Drink      (Non-pharm)","KG"
"AUBG000841","Colostrum 90mg IgG Tablets    (U) (Non-pharm)","TABS"
"AUBG000842","Milk Powder Blend with        Colostrum (AQIS China)        (Non-pharm)","KG"
"AUBG000843","MicrOrganics Green Calcium    HS Capsules (Veg) (Non-pharm)","CAPS"
"AUBG000844","J&B Sheep Placenta 3000mg     HS Capsules (Non-pharm)","CAPS"
"AUBG000845","Emu Fire Emu Oil 750mg SG     Capsules (AU) (Pharm)","CAPS"
"AUBG000846","ABL Squalene Plus Soft Gel    Capsules (Non-pharm)","CAPS"
"AUBG000847","DHA + ARA Soft Gel Capsules   (Fish Shape) (Non-pharm)","CAPS"
"AUBG000848","Orielton Acai 500mg           HS Capsules (Non-pharm)","CAPS"
"AUBG000849","A&G 3-High Hard Shell         Capsules (Non-pharm)","CAPS"
"AUBG000850","Baramul Emu Oil 1000mg        SG Capsules (AU) (Pharm)","CAPS"
"AUBG000851","Propolis 500mg Soft Gel       Capsules (BW) (AR) (Pharm)","CAPS"
"AUBG000852","Emu Fire Emu Oil 750mg SG     Capsules (AR) (Pharm)","CAPS"
"AUBG000853","Eye Care Complex Soft Gel     Capsules (AR) (Pharm)","CAPS"
"AUBG000854","Talyala Emu Farm Emu Oil      1000mg SG Capsules (AR)       (Pharm)","CAPS"
"AUBG000855","Baramul Emu Oil 1000mg        SG Capsules (AR) (Pharm)","CAPS"
"AUBG000856","ABN Colostrum Tablets         (Non-pharm)","TABS"
"AUBG000857","Calcium & Vit D SG Capsules   (Non-pharm)","CAPS"
"AUBG000858","Omega 3, 6, 9 1000mg          SG Capsules (Non-pharm)","CAPS"
"AUBG000859","Bee Man Kangaroo Liquid       Extract 10:1 w/w (Non-pharm)","KG"
"AUBG000860","Olivenol Livin Hard Shell     Capsules (Vegetable)          (Pharm)","CAPS"
"AUBG000861","Maxbal SugarKey Multi-focus   HS Capsules (Pharm)","CAPS"
"AUBG000862","Bio Island Milk Calcium Soft  Gel Capsules (AR) (Pharm)","CAPS"
"AUBG000863","A&G Kids Omega 3 Fish Oil     500mg (40/20) SG Capsules     (Non-pharm)","CAPS"
"AUBG000864","Colostrum 60mg IgG Tablets    (U) (Non-pharm)","TABS"
"AUBG000865","L-Carnitine HS Capsules       (Non-pharm)","CAPS"
"AUBG000866","Opal Health Marine Collagen   Plus HS Capsules (Non-pharm)","CAPS"
"AUBG000867","Flaxseed Oil Plus Milk CalciumSG Capsules (Non-pharm)","CAPS"
"AUBG000868","DHA + ARA Soft Gel Capsules   (Fish Shape) (Kids)           (Non-pharm)","CAPS"
"AUBG000869","Colostrum 45mg IgG Tablets    (Bear Shape) (Non-pharm)","TABS"
"AUBG000870","Flaxseed Oil Plus Milk CalciumSG Capsules (Kids) (Non-pharm)","CAPS"
"AUBG000871","Green Lipped Mussel Soft Gel  Capsules (Non-pharm)","CAPS"
"AUBG000872","Vitamin C 500mg Tablets       (Non-pharm)","TABS"
"AUBG000874","Knight Totolax Natural        Psyllium Fibre Powder         (Non-pharm)","KG"
"AUBG000875","AIS Placebo Tablets (Pharm)","TABS"
"AUBG000876","Placentra Bio Beauty Hard     Shell Capsules (Pharm)","CAPS"
"AUBG000877","Colostrum 45mg IgG Tablets    (B) (U) (Pharm)","TABS"
"AUBG000878","ABL Milk Calcium Tablets      (Non-pharm)","TABS"
"AUBG000879","Blue Gum Emu Oil 1000mg       SG Capsules (Pharm)","CAPS"
"AUBG000880","Placentra Bio Beauty Hard     Shell Capsules (Non-pharm)","CAPS"
"AUBG000881","Aurinda Propolis 500mg +      Flax Seed Oil SG Capsules (AR)(Pharm)","CAPS"
"AUBG000882","Natural Life Green Lipped     Mussel Soft Gel Capsules (AR) (Pharm)","CAPS"
"AUBG000883","Flaxseed Oil Plus Milk CalciumSG Capsules (Oval) (Non-pharm)","CAPS"
"AUBG000884","Lecithin 1200mg Soft Gel      Capsules (Coconut) (AR)       (Pharm)","CAPS"
"AUBG000885","Coenzyme Q10 50mg Hard Shell  Capsules (White 00)(Non-pharm)","CAPS"
"AUBG000886","Sini Colostrum 45mg IgG       Tablets (Non-pharm)","TABS"
"AUBG000887","Spirulina 600mg HS Capsules   (Veg 00) (Non-pharm)","CAPS"
"AUBG000888","Omega 3 Fish Oil 500mg +      EPO 500mg Capsules (AR)       (Pharm)","CAPS"
"AUBG000889","Coenzyme Q10 150mg Hard Shell Capsules (Pharm)","CAPS"
"AUBG000890","Omega 3 (18/12) Fish Oil 500mgSG Capsules (Fish & Lemon)    (Non-pharm)","CAPS"
"AUBG000891","Bio Island Cod Liver Oil +    Fish Oil SG Capsules (AR)     (Fish Shape) (Pharm)","CAPS"
"AUBG000893","Royal Jelly 1000mg (2%)       SG Capsules (Non-pharm)","CAPS"
"AUBG000894","Star Combo Bilberry 10g Soft  Gel Capsules (AR) (Pharm)","CAPS"
"AUBG000895","Royal Jelly 1000mg (0.3%)     SG Capsules (Non-pharm)","CAPS"
"AUBG000897","Standard Colostrum Milk       Powder (AU) (Non-pharm)","KG"
"AUBG000898","A&G 4-High Hard Shell Capsules(Non-pharm)","CAPS"
"AUBG000899","Green Heal Colostrum Milk     Powder (U) (Non-pharm)","KG"
"AUBG000901","Propolis 500mg SG Capsules    (Coconut) (YB) (AR) (Pharm)","CAPS"
"AUBG000902","Kangaroo 2500mg + Co Q10 20mg HS Capsules (Non-pharm)","CAPS"
"AUBG000903","Colostrum Milk Powder (AU)    (Non-pharm)","KG"
"AUBG000904","Bio-root Clinicoil Liquid     (Pharm)","KG"
"AUBG000905","Bronx Wild Bull 2 Amigos APL  Powder (Non-pharm)","KG"
